obsDate,date,next_date,SPRealIndex,SPRealValuation,SPValuationLevel,sp12fwd,sp36fwd,sp60fwd,sp84fwd,sp120fwd
19450731,7/31/1945,8/31/1945,150.0124387,527.5112795,cheap,0.009562137,-0.004905883,-0.001529071,0.002242249,0.006126387
19450831,8/31/1945,9/30/1945,150.5867908,530.7194326,cheap,0.005975795,-0.005933556,-0.000741415,0.002250898,0.006046723
19450930,9/30/1945,10/31/1945,160.9090182,587.1829268,fair,-0.013623969,-0.008075704,-0.001325588,0.001277761,0.00583309
19451031,10/31/1945,11/30/1945,167.6861917,623.755872,fair,-0.020538548,-0.008345951,-0.00146134,0.00054132,0.005062475
19451130,11/30/1945,12/31/1945,173.240124,654.5541415,fair,-0.025533466,-0.010594339,-0.002094225,0.00053235,0.00533787
19451231,12/31/1945,1/31/1946,175.2885542,665.461862,fair,-0.024796845,-0.010971831,-0.002546492,0.000869874,0.005351454
19460131,1/31/1946,2/28/1946,182.335781,703.959699,fair,-0.027600916,-0.011624808,-0.002267053,0.000515182,0.004799015
19460228,2/28/1946,3/31/1946,183.9159895,712.9425276,fair,-0.025112031,-0.012700778,-0.001986126,0.000317742,0.004782959
19460331,3/31/1946,4/30/1946,176.5427297,672.5197988,fair,-0.026642862,-0.011285263,-0.001639465,0.000826157,0.005682077
19460430,4/30/1946,5/31/1946,186.9688016,730.9081849,fair,-0.034518016,-0.013014182,-0.00236263,-0.000451818,0.005273584
19460531,5/31/1946,6/30/1946,186.4221679,728.983293,fair,-0.035732457,-0.013002863,-0.002358783,-0.000391958,0.00500415
19460630,6/30/1946,7/31/1946,183.3113843,713.5841582,fair,-0.031811006,-0.014197473,-0.002357572,-0.00066366,0.00503766
19460731,7/31/1946,8/31/1946,168.2521693,632.7387006,fair,-0.02031222,-0.010034798,-0.00062581,0.000531524,0.006134166
19460831,8/31/1946,9/30/1946,161.7819013,598.7322779,fair,-0.019774836,-0.008064777,0.000752957,0.001010098,0.006444858
19460930,9/30/1946,10/31/1946,136.640239,461.4233261,cheap,-0.009674884,-0.003109603,0.003874947,0.002468164,0.0075367
19461031,10/31/1946,11/30/1946,131.0569216,432.5499483,cheap,-0.004025401,-0.000990145,0.004431871,0.003280527,0.007749793
19461130,11/30/1946,12/31/1946,127.5204876,414.5842911,cheap,-0.003037539,5.35E-05,0.004301379,0.003917694,0.007894123
19461231,12/31/1946,1/31/1947,130.1739146,431.2666871,cheap,-0.00710308,0.000467556,0.004411028,0.003838823,0.007818319
19470131,1/31/1947,2/28/1947,130.9268725,437.6829933,cheap,-0.009715785,0.001008788,0.004870686,0.004075619,0.007590095
19470228,2/28/1947,3/31/1947,136.0652709,468.4812629,cheap,-0.016372123,0.000496698,0.004059238,0.003882906,0.006875042
19470331,3/31/1947,4/30/1947,128.2329587,426.1336422,cheap,-0.009849709,0.002268416,0.005099229,0.004844237,0.007449052
19470430,4/30/1947,5/31/1947,123.5598408,401.1100482,cheap,-0.001950009,0.004091752,0.005616134,0.005802553,0.007922552
19470531,5/31/1947,6/30/1947,121.4162037,390.2023277,cheap,0.003167786,0.005398004,0.005910397,0.006437389,0.00835559
19470630,6/30/1947,7/31/1947,125.1426382,412.6593992,cheap,0.003383122,0.004906343,0.005803775,0.006178215,0.008213052
19470731,7/31/1947,8/31/1947,131.8568974,452.4404974,cheap,-0.003967565,0.001034909,0.005289165,0.006033609,0.007887892
19470831,8/31/1947,9/30/1947,127.6064737,429.3417953,cheap,-0.004001626,0.003363989,0.005911066,0.006663725,0.007692464
19470930,9/30/1947,10/31/1947,121.6627501,396.6186338,cheap,-0.000928259,0.00555697,0.006448636,0.00755719,0.007748158
19471031,10/31/1947,11/30/1947,124.8767096,415.8675523,cheap,-0.000473902,0.005752417,0.005670638,0.007525776,0.006998271
19471130,11/30/1947,12/31/1947,122.9560002,406.2430931,cheap,-0.003212013,0.006033293,0.00645949,0.008172975,0.006920002
19471231,12/31/1947,1/31/1948,119.5380109,386.9941746,cheap,-0.001015569,0.006389154,0.007597808,0.009090904,0.007154344
19480131,1/31/1948,2/29/1948,116.5184376,370.3117786,cheap,0.002442277,0.008660479,0.008184595,0.009612991,0.007474499
19480229,2/29/1948,3/31/1948,111.7952674,343.3632927,cheap,0.003381821,0.010517841,0.008741669,0.010502178,0.007851141
19480331,3/31/1948,4/30/1948,113.9377323,355.5542744,cheap,0.002636782,0.009431748,0.008455134,0.010187162,0.007808376
19480430,4/30/1948,5/31/1948,120.7020938,393.4104808,cheap,-0.002574523,0.008218292,0.006661059,0.009909446,0.00734765
19480531,5/31/1948,6/30/1948,126.1204974,422.9254891,cheap,-0.006443919,0.006923585,0.005964193,0.009340903,0.007248512
19480630,6/30/1948,7/31/1948,130.327649,444.7409301,cheap,-0.014164535,0.005546675,0.004756452,0.009625889,0.007176142
19480731,7/31/1948,8/31/1948,125.7261891,415.8675523,cheap,-0.00582461,0.007050245,0.005600091,0.010854503,0.007676149
19480831,8/31/1948,9/30/1948,121.6236689,389.5606971,cheap,-0.00041787,0.009180416,0.00616943,0.011181128,0.00829035
19480930,9/30/1948,10/31/1948,120.315056,378.6529766,cheap,0.001274334,0.009992625,0.005576058,0.011794002,0.008600746
19481031,10/31/1948,11/30/1948,124.1685734,396.6186338,cheap,0.001528867,0.00888622,0.005492598,0.010808943,0.008672803
19481130,11/30/1948,12/31/1948,118.3069376,359.4040581,cheap,0.006410171,0.009252149,0.006734682,0.01216596,0.009299577
19481231,12/31/1948,1/31/1949,118.0900631,353.6293826,cheap,0.009521317,0.01005793,0.006998082,0.012347147,0.009502044
19490131,1/31/1949,2/28/1949,119.9838138,359.4040581,cheap,0.010299873,0.010542312,0.007160568,0.011837796,0.009668665
19490228,2/28/1949,3/31/1949,116.4254419,335.0220947,cheap,0.014480396,0.011095497,0.008034129,0.012275989,0.009822754
19490331,3/31/1949,4/30/1949,117.6005223,336.9469865,cheap,0.014018175,0.010903025,0.008224518,0.012953794,0.009950454
19490430,4/30/1949,5/31/1949,117.0301045,329.2474191,cheap,0.016799787,0.0108684,0.009028481,0.013111197,0.010103159
19490531,5/31/1949,6/30/1949,116.7355062,323.4727436,cheap,0.019470145,0.010942706,0.009667572,0.012721442,0.010251349
19490630,6/30/1949,7/31/1949,109.9556644,283.6916454,cheap,0.025500443,0.013266763,0.010805784,0.013281289,0.010651637
19490731,7/31/1949,8/31/1949,117.2385931,318.3396987,cheap,0.012896903,0.012079333,0.010405488,0.013063723,0.010415386
19490831,8/31/1949,9/30/1949,121.0153206,333.7388335,cheap,0.014511462,0.011324941,0.010213114,0.012663274,0.010106055
19490930,9/30/1949,10/31/1949,122.1690541,335.6637253,cheap,0.016324836,0.010632369,0.010510851,0.012099401,0.009664824
19491031,10/31/1949,11/30/1949,126.467646,354.2710132,cheap,0.016202286,0.009099409,0.010325094,0.011495482,0.009343573
19491130,11/30/1949,12/31/1949,127.7665111,357.4791663,cheap,0.014901722,0.009699765,0.010802533,0.011254373,0.009294723
19491231,12/31/1949,1/31/1950,132.3835492,377.3697154,cheap,0.010661715,0.009827764,0.011026116,0.010968646,0.009263666
19500131,1/31/1950,2/28/1950,135.7690554,391.4855889,cheap,0.013239288,0.009393608,0.010909758,0.010410655,0.008937745
19500228,2/28/1950,3/31/1950,138.5201551,401.7516788,cheap,0.013691305,0.008615376,0.011130606,0.009608617,0.008415474
19500331,3/31/1950,4/30/1950,139.1443067,401.7516788,cheap,0.011640287,0.008540237,0.010931035,0.009669325,0.008266643
19500430,4/30/1950,5/31/1950,143.1694154,419.0757054,cheap,0.01042961,0.00636001,0.011028172,0.009564324,0.008110435
19500531,5/31/1950,6/30/1950,147.459341,437.0413627,cheap,0.007744531,0.005598247,0.010472019,0.009623127,0.007790803
19500630,6/30/1950,7/31/1950,149.3186411,442.8160382,cheap,0.005304117,0.004148785,0.011209063,0.009630213,0.007963282
19500731,7/31/1950,8/31/1950,136.862114,378.011346,cheap,0.014078442,0.006976054,0.013781845,0.010824885,0.008482915
19500831,8/31/1950,9/30/1950,144.0347654,410.0928768,cheap,0.013447655,0.00558452,0.012834861,0.009547525,0.008159513
19500930,9/30/1950,10/31/1950,148.6067868,429.3417953,cheap,0.012378706,0.00342704,0.012991768,0.008687239,0.007647388
19501031,10/31/1950,11/30/1950,153.6095421,449.873975,cheap,0.008927507,0.003243946,0.01158629,0.007532208,0.007152644
19501130,11/30/1950,12/31/1950,152.7839951,442.1744076,cheap,0.006444555,0.004120506,0.012769965,0.007300021,0.007465927
19501231,12/31/1950,1/31/1951,150.4519801,427.4169034,cheap,0.009990757,0.004935793,0.013249399,0.007482282,0.007794553
19510131,1/31/1951,2/28/1951,159.1467562,465.2731098,cheap,0.008087777,0.004087893,0.011865083,0.006966222,0.007746806
19510228,2/28/1951,3/31/1951,163.2546912,480.6722446,cheap,0.005114791,0.003999648,0.011552045,0.006708269,0.007872076
19510331,3/31/1951,4/30/1951,160.0033931,461.4233261,cheap,0.007050612,0.005154709,0.013003619,0.007112645,0.00829957
19510430,4/30/1951,5/31/1951,162.2574012,468.4812629,cheap,0.005375803,0.005971002,0.012909797,0.006974518,0.008404778
19510531,5/31/1951,6/30/1951,161.8203633,462.7065873,cheap,0.005613441,0.007041061,0.012367084,0.007387766,0.008514034
19510630,6/30/1951,7/31/1951,159.1316677,447.3074525,cheap,0.008995728,0.007741453,0.012432892,0.007874485,0.008545209
19510731,7/31/1951,8/31/1951,162.0516724,457.5735424,cheap,0.009262656,0.008350698,0.012894143,0.007944393,0.008317509
19510831,8/31/1951,9/30/1951,169.2584023,488.371812,cheap,0.006015707,0.007702151,0.01213676,0.007908893,0.008279073
19510930,9/30/1951,10/31/1951,172.4053306,499.921163,cheap,0.003193564,0.007950237,0.011198453,0.008004227,0.008034858
19511031,10/31/1951,11/30/1951,170.9795618,491.579965,cheap,0.002168433,0.008831892,0.011067716,0.008581338,0.008197673
19511130,11/30/1951,12/31/1951,165.068376,462.0649567,cheap,0.007753017,0.010888796,0.011486866,0.009319903,0.008862325
19511231,12/31/1951,1/31/1952,169.6153204,481.3138752,cheap,0.008830821,0.011492703,0.01122561,0.009263807,0.008715198
19520131,1/31/1952,2/29/1952,175.3668543,505.6958386,cheap,0.006853759,0.011073908,0.010309504,0.009294244,0.008123684
19520229,2/29/1952,3/31/1952,173.588749,494.7881181,cheap,0.007040031,0.012282311,0.009690845,0.009277292,0.008320909
19520331,3/31/1952,4/30/1952,174.1300372,494.7881181,cheap,0.006929813,0.011988092,0.009798875,0.00954221,0.008305654
19520430,4/30/1952,5/31/1952,173.0695613,487.0885507,cheap,0.003274618,0.013111815,0.010228971,0.009775199,0.008061598
19520531,5/31/1952,6/30/1952,173.0963101,484.5220283,cheap,0.003436768,0.013000708,0.010800783,0.009955053,0.007419117
19520630,6/30/1952,7/31/1952,177.2711884,500.5627937,cheap,-0.001853492,0.013915156,0.010622329,0.009530869,0.006188133
19520731,7/31/1952,8/31/1952,181.1032154,514.6786672,cheap,-0.002412936,0.015189376,0.01048662,0.009702265,0.006183805
19520831,8/31/1952,9/30/1952,181.9287339,515.3202978,cheap,-0.002709803,0.014903648,0.009473862,0.009583676,0.006372596
19520930,9/30/1952,10/31/1952,179.140613,499.2795324,cheap,-0.005291151,0.01646219,0.00904768,0.009250161,0.006402313
19521031,10/31/1952,11/30/1952,175.487045,480.0306139,cheap,-0.001364101,0.015611837,0.008325903,0.009448215,0.006310017
19521130,11/30/1952,12/31/1952,181.1627849,501.8460549,cheap,-0.001836054,0.016550751,0.007380514,0.009121133,0.006603012
19521231,12/31/1952,1/31/1953,188.5763386,531.3610632,cheap,-0.004014199,0.015808473,0.006710879,0.00902191,0.006624805
19530131,1/31/1953,2/28/1953,190.3996335,536.4941082,cheap,-0.002677857,0.014794626,0.006764403,0.008742375,0.006863264
19530228,2/28/1953,3/31/1953,188.8908551,526.8696489,cheap,-0.000155877,0.015201801,0.006960613,0.008329802,0.007041687
19530331,3/31/1953,4/30/1953,189.229416,524.9447571,cheap,0.001483702,0.017012558,0.007161618,0.008149389,0.006970404
19530430,4/30/1953,5/31/1953,180.0057905,481.9555058,cheap,0.009262586,0.018632855,0.008034241,0.008860617,0.007772631
19530531,5/31/1953,6/30/1953,180.3842609,480.6722446,cheap,0.012072974,0.01759507,0.008532831,0.008730469,0.007923409
19530630,6/30/1953,7/31/1953,173.3718651,447.3074525,cheap,0.016082123,0.018340741,0.009595832,0.009598067,0.008225609
19530731,7/31/1953,8/31/1953,175.9345205,455.6486505,cheap,0.018202376,0.019206998,0.009752207,0.009128713,0.007954147
19530831,8/31/1953,9/30/1953,176.1079937,453.7237587,cheap,0.019800549,0.019125965,0.010411269,0.009263081,0.008175853
19530930,9/30/1953,10/31/1953,168.119869,416.5091829,cheap,0.025948299,0.019363283,0.011625435,0.009456109,0.00878194
19531031,10/31/1953,11/30/1953,172.6378437,432.5499483,cheap,0.025691343,0.018178082,0.011853007,0.008827801,0.00855693
19531130,11/30/1953,12/31/1953,177.2149396,448.5907137,cheap,0.026749424,0.017172456,0.011864472,0.008899679,0.008294622
19531231,12/31/1953,1/31/1954,179.7078574,455.6486505,cheap,0.029661486,0.01710381,0.012006005,0.009019735,0.008329677
19540131,1/31/1954,2/28/1954,184.3785369,471.6894159,cheap,0.029045824,0.01579054,0.012176761,0.009314912,0.008370719
19540228,2/28/1954,3/31/1954,188.5378602,485.8052895,cheap,0.029962778,0.013856691,0.011611378,0.009531688,0.008289209
19540331,3/31/1954,4/30/1954,192.6287087,498.6379018,cheap,0.027550761,0.013526953,0.011676391,0.009647368,0.008263273
19540430,4/30/1954,5/31/1954,201.1679342,530.077802,cheap,0.026798241,0.012869216,0.011177837,0.009447825,0.008023843
19540531,5/31/1954,6/30/1954,208.5054214,555.7430266,cheap,0.023492383,0.012831392,0.010835126,0.009145309,0.007808639
19540630,6/30/1954,7/31/1954,210.276698,558.9511797,cheap,0.027516838,0.012961004,0.01049749,0.008889675,0.007664037
19540731,7/31/1954,8/31/1954,218.8836676,589.1078187,fair,0.02977869,0.012214553,0.010425283,0.008303285,0.007609177
19540831,8/31/1954,9/30/1954,223.3419471,602.5820616,fair,0.027620198,0.010092855,0.009998997,0.008526325,0.007347373
19540930,9/30/1954,10/31/1954,229.5352964,623.1142413,fair,0.028729424,0.008193752,0.008818796,0.008071123,0.007237066
19541031,10/31/1954,11/30/1954,234.9780555,639.7966374,fair,0.022508268,0.005767425,0.008362053,0.007925865,0.007186908
19541130,11/30/1954,12/31/1954,244.2900958,671.8781682,fair,0.024738882,0.003996401,0.007786913,0.007993837,0.006896432
19541231,12/31/1954,1/31/1955,256.5363463,714.8674195,fair,0.02177813,0.002635702,0.007501216,0.007524839,0.006345713
19550131,1/31/1955,2/28/1955,261.2664565,727.7000318,fair,0.018015912,0.002484683,0.006965732,0.006859302,0.006407502
19550228,2/28/1955,3/31/1955,270.1161818,756.5734095,fair,0.015798502,0.001665387,0.005700343,0.006623166,0.006193096
19550331,3/31/1955,4/30/1955,268.1036546,742.457536,fair,0.02200321,0.002257875,0.005602252,0.006727466,0.006238842
19550430,4/30/1955,5/31/1955,277.4717011,772.6141749,fair,0.019837737,0.001370126,0.005192698,0.005897219,0.006037185
19550531,5/31/1955,6/30/1955,276.4067838,761.7064544,fair,0.017219853,0.002366265,0.005109586,0.005027006,0.006194876
19550630,6/30/1955,7/31/1955,292.5472904,816.2450568,fair,0.011423262,0.001460066,0.004717502,0.002876552,0.005266181
19550731,7/31/1955,8/31/1955,312.900318,885.5411634,fair,0.00963993,0.00025999,0.003183985,0.002324275,0.004695426
19550831,8/31/1955,9/30/1955,311.1099441,870.7836592,fair,0.009957147,0.0015452,0.003484164,0.002716431,0.004899515
19550930,9/30/1955,10/31/1955,324.0215099,910.5647574,fair,0.003412127,0.001149818,0.002303009,0.002090937,0.004836978
19551031,10/31/1955,11/30/1955,307.8434419,841.9102815,fair,0.006334634,0.003688475,0.002718998,0.002323523,0.005425276
19551130,11/30/1955,12/31/1955,328.7254887,910.5647574,fair,2.91E-05,0.002611351,0.002161889,0.002339696,0.004949806
19551231,12/31/1955,1/31/1956,333.1550243,916.9810636,fair,-0.000128188,0.00286347,0.002339706,0.002688948,0.004776414
19560131,1/31/1956,2/29/1956,324.320342,875.2750735,fair,0.000309883,0.004607357,0.00362853,0.003464109,0.005145996
19560229,2/29/1956,3/31/1956,326.5013857,873.9918123,fair,-0.004191207,0.004098537,0.004192108,0.003544495,0.0049839
19560331,3/31/1956,4/30/1956,349.1187739,944.57118,fair,-0.00897311,0.002942661,0.003595521,0.002666624,0.004052657
19560430,4/30/1956,5/31/1956,352.0495013,944.57118,fair,-0.00802833,0.003084403,0.00389976,0.00311825,0.004184944
19560531,5/31/1956,6/30/1956,339.8525567,891.3158389,fair,-0.00221806,0.004487798,0.004660985,0.003778411,0.004031017
19560630,6/30/1956,7/31/1956,335.5280201,866.9338755,fair,-5.71E-05,0.004515784,0.004657526,0.003890553,0.004045271
19560731,7/31/1956,8/31/1956,351.2730445,911.8480186,fair,-0.00277496,0.004235932,0.003740875,0.003131496,0.003618832
19560831,8/31/1956,9/30/1956,350.5951478,899.6570369,fair,-0.007298781,0.004139213,0.004421386,0.003482948,0.003067047
19560930,9/30/1956,10/31/1956,337.5641039,846.4016958,fair,-0.007560296,0.003984144,0.004871263,0.004247079,0.003087054
19561031,10/31/1956,11/30/1956,332.1567386,819.4532099,fair,-0.011540628,0.004322454,0.00532763,0.00443358,0.003100856
19561130,11/30/1956,12/31/1956,328.8401485,800.2042914,fair,-0.012778742,0.004722207,0.006237783,0.004489836,0.003594385
19561231,12/31/1956,1/31/1957,332.64294,805.3373363,fair,-0.013742836,0.00528538,0.006204786,0.004569334,0.00353638
19570131,1/31/1957,2/28/1957,325.5286038,774.5390668,fair,-0.010871745,0.005500955,0.005937864,0.005190796,0.00403315
19570228,2/28/1957,3/31/1957,310.4862777,718.0755725,fair,-0.006611132,0.005631474,0.006950974,0.005903145,0.004712415
19570331,3/31/1957,4/30/1957,313.4797815,721.9253562,fair,-0.006256474,0.00499372,0.006812433,0.006007411,0.004804082
19570430,4/30/1957,5/31/1957,319.7155944,736.0412298,fair,-0.007699027,0.004718028,0.005894225,0.005947254,0.004759751
19570531,5/31/1957,6/30/1957,330.9261188,766.8394994,fair,-0.007902996,0.003515379,0.00403745,0.005656031,0.004597986
19570630,6/30/1957,7/31/1957,335.298246,775.1806974,fair,-0.006985977,0.004073778,0.001753937,0.005393908,0.004361158
19570731,7/31/1957,8/31/1957,339.768433,784.163526,fair,-0.006085,0.003018318,0.001880991,0.005635444,0.004371215
19570831,8/31/1957,9/30/1957,321.1944683,720.0004644,fair,0.001977234,0.004920818,0.00327133,0.006170738,0.004948841
19570930,9/30/1957,10/31/1957,308.2872181,674.4446906,fair,0.007597623,0.005221071,0.003756946,0.006827058,0.005383925
19571031,10/31/1957,11/30/1957,289.2002721,609.6399984,fair,0.016271418,0.006266995,0.004294131,0.007795258,0.005881218
19571130,11/30/1957,12/31/1957,282.0901941,583.3331431,fair,0.020583733,0.007853041,0.00582551,0.008139302,0.005801147
19571231,12/31/1957,1/31/1958,282.070103,578.8417288,fair,0.022461434,0.008523185,0.006538732,0.007935717,0.006013747
19580131,1/31/1958,2/28/1958,285.7134514,586.5412962,fair,0.024383934,0.00956817,0.006962125,0.00808871,0.005837622
19580228,2/28/1958,3/31/1958,286.8060253,585.8996656,fair,0.023097951,0.010587626,0.007122761,0.008133543,0.005399226
19580331,3/31/1958,4/30/1958,290.8062337,595.5241249,fair,0.024057566,0.011069063,0.006779191,0.00794497,0.005108287
19580430,4/30/1958,5/31/1958,291.5010197,594.2408636,fair,0.024980566,0.011742052,0.007511021,0.008037352,0.00566054
19580531,5/31/1958,6/30/1958,300.9846273,620.5477189,fair,0.02358445,0.011141994,0.007313987,0.007835709,0.005561576
19580630,6/30/1958,7/31/1958,308.3355669,641.0798986,fair,0.020590416,0.010110231,0.006855387,0.006897374,0.005535823
19580731,7/31/1958,8/31/1958,315.8426988,661.6120783,fair,0.021567756,0.009188112,0.006156087,0.006596328,0.005273295
19580831,8/31/1958,9/30/1958,328.9065163,698.8266541,fair,0.017739185,0.009142825,0.005940436,0.006337078,0.004730388
19580930,9/30/1958,10/31/1958,337.715338,723.8502481,fair,0.011915105,0.008106329,0.005938445,0.00641719,0.004755399
19581031,10/31/1958,11/30/1958,351.5586127,764.2729769,fair,0.008236571,0.007302454,0.005260854,0.006169619,0.004578957
19581130,11/30/1958,12/31/1958,361.1277073,791.8630934,fair,0.006361629,0.007794642,0.004724773,0.005952002,0.004461504
19581231,12/31/1958,1/31/1959,369.3308439,815.6034262,fair,0.007137541,0.00743511,0.004653348,0.005596247,0.004339731
19590131,1/31/1959,2/28/1959,382.8321309,855.3845244,fair,0.002990677,0.005392378,0.004564677,0.005376842,0.003659816
19590228,2/28/1959,3/31/1959,378.4112367,841.2686508,fair,0.000407602,0.00608935,0.004967039,0.005363342,0.003671455
19590331,3/31/1959,4/30/1959,388.1329665,869.500398,fair,-0.002819933,0.005420357,0.004850156,0.004528369,0.00321056
19590430,4/30/1959,5/31/1959,393.3934641,884.2579021,fair,-0.003127453,0.004063196,0.004869848,0.004656605,0.003221086
19590531,5/31/1959,6/30/1959,399.4436039,900.9402981,fair,-0.005135317,0.001501932,0.004782153,0.003835254,0.003340579
19590630,6/30/1959,7/31/1959,394.7583042,885.5411634,fair,-0.001383105,-0.001611584,0.004830584,0.003843622,0.002949149
19590731,7/31/1959,8/31/1959,409.1399924,926.6055228,fair,-0.006427803,-0.002025934,0.00479307,0.00335436,0.00222728
19590831,8/31/1959,9/30/1959,406.9310607,918.2643248,fair,-0.004953966,-0.001119923,0.00469575,0.002607548,0.002183214
19590930,9/30/1959,10/31/1959,389.6249467,864.367353,fair,-0.003849515,-0.000242666,0.005655336,0.002702588,0.002554933
19591031,10/31/1959,11/30/1959,388.081475,857.9510469,fair,-0.005707004,-0.001012445,0.006011763,0.002577315,0.002634516
19591130,11/30/1959,12/31/1959,389.7756048,861.1591999,fair,-0.003386238,0.000727396,0.006005951,0.003111034,0.002616276
19591231,12/31/1959,1/31/1960,402.3584401,896.4488838,fair,-0.004029421,0.001031561,0.005190209,0.002786809,0.001856286
19600131,1/31/1960,2/29/1960,396.8207716,878.4832266,fair,0.0013299,0.002478671,0.005849272,0.00340409,0.001879138
19600229,2/29/1960,3/31/1960,380.2666645,827.7944079,fair,0.008257324,0.004036083,0.006685849,0.004318533,0.001897318
19600331,3/31/1960,4/30/1960,375.2185973,811.1120119,fair,0.011969554,0.00421944,0.006875432,0.004722809,0.002109277
19600430,4/30/1960,5/31/1960,378.9032357,820.0948405,fair,0.013373043,0.005233997,0.006881671,0.004777633,0.001707925
19600531,5/31/1960,6/30/1960,375.5714695,809.18712,fair,0.014976849,0.006040267,0.007280166,0.00506196,0.000744699
19600630,6/30/1960,7/31/1960,388.2604705,845.1184345,fair,0.011123382,0.005023208,0.005814861,0.004484321,0.000376588
19600731,7/31/1960,8/31/1960,378.7679461,816.8866874,fair,0.012424384,0.005213493,0.006206868,0.004951028,0.000557807
19600831,8/31/1960,9/30/1960,383.4450012,829.7192998,fair,0.014643257,0.005638988,0.006314865,0.004960851,0.000697601
19600930,9/30/1960,10/31/1960,372.0359249,795.7128771,fair,0.016253397,0.007208878,0.007370948,0.00545372,0.001394052
19601031,10/31/1960,11/30/1960,362.3937244,767.48113,fair,0.019377793,0.0079249,0.008131553,0.005715886,0.00175218
19601130,11/30/1960,12/31/1960,374.2546103,802.1291833,fair,0.020408535,0.006882824,0.007737724,0.004921764,0.001435845
19601231,12/31/1960,1/31/1961,383.366051,828.4360385,fair,0.01919721,0.00671954,0.007213122,0.004938273,0.001748277
19610131,1/31/1961,2/28/1961,403.2043573,886.8244246,fair,0.011856555,0.006167603,0.006663463,0.004238816,0.001642914
19610228,2/28/1961,3/31/1961,419.8765095,935.5883514,fair,0.009603124,0.00539009,0.005775693,0.003175626,0.001603671
19610331,3/31/1961,4/30/1961,433.175707,974.727819,fair,0.007111449,0.00503372,0.004509793,0.002553668,0.001536531
19610430,4/30/1961,5/31/1961,444.8589989,1009.375872,fair,0.001943998,0.004701217,0.004470128,0.003054178,0.001576233
19610531,5/31/1961,6/30/1961,449.5157867,1023.491746,expensive,-0.005335737,0.004689744,0.003401049,0.003169968,0.001336427
19610630,6/30/1961,7/31/1961,443.703705,1006.167719,fair,-0.014575028,0.004804214,0.003433015,0.003575363,0.001229994
19610731,7/31/1961,8/31/1961,439.6664393,994.6183681,fair,-0.012074383,0.00598959,0.003496788,0.003595515,0.001227996
19610831,8/31/1961,9/30/1961,457.1059844,1045.307187,expensive,-0.013049059,0.004596486,0.001712708,0.002839343,0.000736443
19610930,9/30/1961,10/31/1961,452.1577788,1030.549683,expensive,-0.01313188,0.005290932,0.001302846,0.003319286,0.001012858
19611031,10/31/1961,11/30/1961,457.2657708,1044.023926,expensive,-0.016708124,0.005462675,0.000874083,0.003411744,0.000722689
19611130,11/30/1961,12/31/1961,478.1090098,1104.337203,expensive,-0.014840109,0.004335819,0.000950988,0.003033016,-4.15E-05
19611231,12/31/1961,1/31/1962,482.6813956,1115.886555,expensive,-0.012073105,0.003594419,0.000867975,0.00301314,0.000396146
19620131,1/31/1962,2/28/1962,464.8534451,1061.989583,expensive,-0.005750444,0.005353302,0.002128435,0.002917289,0.001052169
19620228,2/28/1962,3/31/1962,471.1601836,1078.030348,expensive,-0.005752198,0.005189599,0.002473857,0.002635214,0.001053793
19620331,3/31/1962,4/30/1962,471.7649233,1077.388718,expensive,-0.006422683,0.005098718,0.002795731,0.002263504,0.001221107
19620430,4/30/1962,5/31/1962,455.3586499,1027.34153,expensive,0.00038495,0.006363771,0.003625278,0.002860181,0.001582999
19620531,5/31/1962,6/30/1962,421.6358955,926.6055228,fair,0.00847969,0.008919906,0.005158522,0.004128571,0.002121796
19620630,6/30/1962,7/31/1962,372.5073121,781.5970035,fair,0.018521272,0.010841984,0.006968378,0.004903749,0.003159683
19620731,7/31/1962,8/31/1962,380.3621236,801.4875526,fair,0.015290479,0.010228113,0.006861439,0.004050086,0.002886352
19620831,8/31/1962,9/30/1962,390.8510617,829.0776691,fair,0.015322765,0.009993376,0.006626352,0.003598844,0.002932333
19620930,9/30/1962,10/31/1962,386.2360174,813.0369037,fair,0.018505118,0.011244407,0.007010904,0.003753905,0.002892933
19621031,10/31/1962,11/30/1962,374.1913475,775.822328,fair,0.021105031,0.012662698,0.007468306,0.004197499,0.003135028
19621130,11/30/1962,12/31/1962,400.1171801,847.0433264,fair,0.015080047,0.011040065,0.005776784,0.003425797,0.002967325
19621231,12/31/1962,1/31/1963,417.5814194,894.523992,fair,0.013034516,0.009647169,0.005488762,0.002209739,0.002765961
19630131,1/31/1963,2/28/1963,433.857813,937.5132433,fair,0.012396697,0.009070401,0.00471312,0.001622195,0.002493519
19630228,2/28/1963,3/31/1963,439.7347731,950.9874862,fair,0.012319344,0.008342513,0.003675692,0.000980704,0.002024285
19630331,3/31/1963,4/30/1963,436.7708199,939.4381351,fair,0.014412395,0.007286733,0.003437383,0.001204921,0.001873265
19630430,4/30/1963,5/31/1963,457.4670017,994.6183681,fair,0.011774702,0.006673898,0.003810059,0.000196752,0.001275128
19630531,5/31/1963,6/30/1963,466.7988371,1017.71707,fair,0.010925278,0.00462043,0.003809164,-0.00152483,0.000814634
19630630,6/30/1963,7/31/1963,465.2207059,1009.375872,fair,0.010466398,0.004406278,0.004216259,-0.001614821,0.000599968
19630731,7/31/1963,8/31/1963,456.9662339,983.069017,fair,0.014752675,0.004755949,0.004390502,-0.001437488,0.000812046
19630831,8/31/1963,9/30/1963,469.7495838,1015.150548,fair,0.011515751,0.002096612,0.003520339,-0.001420136,0.000276505
